Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_score,segment
133,3,683.9000000000001,3,3,3,33,Need_attention
560,2,496.5,1,2,2,12,Disinterested
37,2,604.5099999999999,4,2,2,42,Loyal
290,2,900.1100000000001,2,2,3,22,Disinterested
438,1,324.45,1,1,2,11,Disinterested
145,6,1603.99,3,4,4,34,Loyal
18,9,2317.43,5,5,4,55,Devoted
32,22,15526.7,4,5,5,45,Loyal
4,3,1843.0,5,3,4,53,Loyal
10,15,3213.7200000000003,5,5,5,55,Devoted
7,4,1387.79,5,3,4,53,Loyal
11,2,828.81,5,2,3,52,Loyal
640,1,162.45,1,1,1,11,Disinterested
3,11,4757.160000000001,5,5,5,55,Devoted
308,4,521.8900000000001,2,3,2,23,Unengaged
11,13,8706.970000000001,5,5,5,55,Devoted
402,2,539.49,2,2,2,22,Disinterested
486,1,150.95,1,1,1,11,Disinterested
415,4,1322.0700000000004,1,3,4,13,Unengaged
381,1,211.99,2,1,1,21,Disinterested
9,2,266.39,5,2,1,52,Loyal
10,12,3235.79,5,5,5,55,Devoted
439,1,132.23999999999998,1,1,1,11,Disinterested
91,1,771.91,3,1,3,31,Infrequent
11,1,160.18,5,1,1,51,New
360,3,2938.52,2,3,5,23,Unengaged
114,1,135.95,3,1,1,31,Infrequent
604,1,122.45,1,1,1,11,Disinterested
9,10,1524.9699999999998,5,5,4,55,Devoted
5,116,15704.6,5,5,5,55,Devoted
415,4,1161.2,1,3,3,13,Unengaged
415,1,385.55,1,1,2,11,Disinterested
199,2,408.94999999999993,2,2,2,22,Disinterested
438,6,2100.09,1,4,4,14,Unengaged
213,8,3156.3799999999997,2,4,5,24,Unengaged
158,4,517.63,3,3,2,33,Need_attention
387,5,2502.8199999999997,2,4,4,24,Unengaged
731,1,517.7,1,1,2,11,Disinterested
159,21,16245.779999999997,3,5,5,35,Loyal
31,2,372.2199999999999,4,2,2,42,Loyal
244,8,2744.81,2,4,4,24,Unengaged
600,1,490.08000000000004,1,1,2,11,Disinterested
20,1,97.5,5,1,1,51,New
2,2,1239.3799999999999,5,2,4,52,Loyal
430,10,2729.84,1,5,4,15,Occasional
75,5,1312.21,3,4,4,34,Loyal
294,1,535.3200000000002,2,1,2,21,Disinterested
5,33,13551.75,5,5,5,55,Devoted
33,7,955.4999999999998,4,4,3,44,Loyal
25,3,764.8199999999998,4,3,3,43,Loyal
727,1,93.35000000000001,1,1,1,11,Disinterested
25,8,1259.63,4,4,4,44,Loyal
6,3,974.42,5,3,3,53,Loyal
87,1,211.32,3,1,1,31,Infrequent
377,1,355.5,2,1,2,21,Disinterested
24,8,2110.91,4,4,4,44,Loyal
494,3,920.0799999999999,1,3,3,13,Unengaged
198,3,455.88,2,3,2,23,Unengaged
108,4,1032.5,3,3,3,33,Need_attention
6,33,24172.1,5,5,5,55,Devoted
320,3,414.13000000000005,2,3,2,23,Unengaged
107,3,149.05,3,3,1,33,Need_attention
13,36,11650.849999999999,5,5,5,55,Devoted
175,4,999.68,3,3,3,33,Need_attention
58,1,81.57,4,1,1,41,Committed
581,1,175.25,1,1,1,11,Disinterested
325,3,612.13,2,3,2,23,Unengaged
674,1,234.0,1,1,1,11,Disinterested
376,2,330.12,2,2,2,22,Disinterested
374,1,50.550000000000004,2,1,1,21,Disinterested
11,11,2972.83,5,5,5,55,Devoted
3,29,11097.429999999998,5,5,5,55,Devoted
12,11,5381.08,5,5,5,55,Devoted
55,11,6586.42,4,5,5,45,Loyal
75,3,789.8899999999999,3,3,3,33,Need_attention
9,1,204.0,5,1,1,51,New
18,35,9763.16,5,5,5,55,Devoted
381,6,1229.95,2,4,3,24,Unengaged
564,2,618.96,1,2,3,12,Disinterested
6,17,4887.24,5,5,5,55,Devoted
431,1,65.3,1,1,1,11,Disinterested
66,3,1449.0299999999997,3,3,4,33,Need_attention
472,2,555.8699999999999,1,2,2,12,Disinterested
733,1,323.39,1,1,2,11,Disinterested
3,9,1733.08,5,5,4,55,Devoted
115,19,17335.2,3,5,5,35,Loyal
24,2,661.3200000000002,4,2,3,42,Loyal
32,5,1927.2999999999997,4,4,4,44,Loyal
13,2,850.2399999999999,5,2,3,52,Loyal
409,5,3419.27,2,4,5,24,Unengaged
54,9,2843.55,4,5,4,45,Loyal
359,2,220.54999999999998,2,2,1,22,Disinterested
56,3,756.82,4,3,3,43,Loyal
75,3,1364.2,3,3,4,33,Need_attention
686,1,307.1,1,1,2,11,Disinterested
140,12,3914.9500000000003,3,5,5,35,Loyal
82,3,908.46,3,3,3,33,Need_attention
586,4,1010.7300000000001,1,3,3,13,Unengaged
10,2,676.99,5,2,3,52,Loyal
452,4,799.1300000000001,1,3,3,13,Unengaged
600,3,1556.5400000000002,1,3,4,13,Unengaged
275,1,516.4200000000001,2,1,2,21,Disinterested
293,11,4853.9,2,5,5,25,Occasional
101,3,808.92,3,3,3,33,Need_attention
32,3,949.25,4,3,3,43,Loyal
33,24,8428.529999999999,4,5,5,45,Loyal
16,9,4084.21,5,5,5,55,Devoted
66,4,1408.24,3,3,4,33,Need_attention
16,35,12016.519999999999,5,5,5,55,Devoted
580,2,155.8,1,2,1,12,Disinterested
214,7,3168.5299999999997,2,4,5,24,Unengaged
623,1,127.65,1,1,1,11,Disinterested
80,4,2321.11,3,3,4,33,Need_attention
553,1,209.47999999999996,1,1,1,11,Disinterested
532,3,722.0899999999999,1,3,3,13,Unengaged
26,3,271.4,4,3,1,43,Loyal
251,10,2303.17,2,5,4,25,Occasional
255,1,307.53000000000003,2,1,2,21,Disinterested
74,1,248.61,3,1,1,31,Infrequent
193,1,346.98,2,1,2,21,Disinterested
482,1,188.39999999999998,1,1,1,11,Disinterested
14,6,1680.7400000000005,5,4,4,54,Devoted
375,5,1055.0500000000002,2,4,3,24,Unengaged
26,2,470.79999999999995,4,2,2,42,Loyal
84,3,508.5100000000001,3,3,2,33,Need_attention
12,2,344.0,5,2,2,52,Loyal
2,38,9350.630000000001,5,5,5,55,Devoted
194,4,751.6999999999999,2,3,3,23,Unengaged
614,1,129.22,1,1,1,11,Disinterested
268,1,177.14999999999998,2,1,1,21,Disinterested
413,2,418.08000000000004,1,2,2,12,Disinterested
513,4,1378.74,1,3,4,13,Unengaged
131,1,919.6100000000001,3,1,3,31,Infrequent
459,1,135.4,1,1,1,11,Disinterested
3,11,2750.95,5,5,4,55,Devoted
5,57,29018.06,5,5,5,55,Devoted
6,6,419.18,5,4,2,54,Devoted
181,4,280.73,3,3,1,33,Need_attention
13,28,56838.369999999995,5,5,5,55,Devoted
128,21,7335.75,3,5,5,35,Loyal
6,3,395.43,5,3,2,53,Loyal
493,1,122.39999999999999,1,1,1,11,Disinterested
159,8,2433.28,3,4,4,34,Loyal
384,1,439.33,2,1,2,21,Disinterested
728,1,313.64,1,1,2,11,Disinterested
419,1,236.10999999999999,1,1,1,11,Disinterested
4,203,113507.23999999999,5,5,5,55,Devoted
10,24,13094.69,5,5,5,55,Devoted
30,3,2321.8200000000006,4,3,4,43,Loyal
72,12,2140.28,3,5,4,35,Loyal
277,55,54144.25000000001,2,5,5,25,Occasional
23,13,2209.4400000000005,4,5,4,45,Loyal
72,1,74.4,3,1,1,31,Infrequent
396,1,419.70000000000005,2,1,2,21,Disinterested
34,28,13389.220000000001,4,5,5,45,Loyal
3,28,28882.44,5,5,5,55,Devoted
101,1,207.35999999999999,3,1,1,31,Infrequent
236,4,695.4,2,3,3,23,Unengaged
3,37,11380.1,5,5,5,55,Devoted
41,3,709.64,4,3,3,43,Loyal
5,9,1709.1,5,5,4,55,Devoted
438,1,72.0,1,1,1,11,Disinterested
135,2,603.46,3,2,2,32,Infrequent
46,9,5253.070000000001,4,5,5,45,Loyal
374,2,748.4599999999999,2,2,3,22,Disinterested
61,3,1134.03,3,3,3,33,Need_attention
33,12,2957.4700000000003,4,5,5,45,Loyal
720,1,321.88000000000005,1,1,2,11,Disinterested
543,1,20.6,1,1,1,11,Disinterested
2,37,18252.759999999995,5,5,5,55,Devoted
732,1,234.38,1,1,1,11,Disinterested
13,10,5494.7,5,5,5,55,Devoted
140,1,501.14,3,1,2,31,Infrequent
23,18,2255.6600000000003,4,5,4,45,Loyal
21,9,2415.41,5,5,4,55,Devoted
670,1,134.9,1,1,1,11,Disinterested
240,1,30.599999999999998,2,1,1,21,Disinterested
271,1,283.72999999999996,2,1,1,21,Disinterested
96,2,922.39,3,2,3,32,Infrequent
474,2,506.74999999999994,1,2,2,12,Disinterested
91,4,4782.450000000001,3,3,5,33,Need_attention
525,1,158.57,1,1,1,11,Disinterested
6,13,3774.8100000000004,5,5,5,55,Devoted
79,1,259.16999999999996,3,1,1,31,Infrequent
633,1,263.5,1,1,1,11,Disinterested
454,2,233.25,1,2,1,12,Disinterested
96,1,64.0,3,1,1,31,Infrequent
25,7,3313.7700000000004,4,4,5,44,Loyal
263,1,77.3,2,1,1,21,Disinterested
275,3,200.45,2,3,1,23,Unengaged
87,6,2475.23,3,4,4,34,Loyal
198,2,3371.45,2,2,5,22,Disinterested
58,13,6274.56,4,5,5,45,Loyal
12,16,7712.7,5,5,5,55,Devoted
24,7,1274.0100000000002,4,4,4,44,Loyal
18,8,8202.98,5,4,5,54,Devoted
110,5,1058.67,3,4,3,34,Loyal
86,17,7668.58,3,5,5,35,Loyal
21,1,307.0899999999999,5,1,2,51,New
586,1,405.1,1,1,2,11,Disinterested
334,2,135.35,2,2,1,22,Disinterested
41,7,1128.52,4,4,3,44,Loyal
28,1,228.91,4,1,1,41,Committed
12,4,712.8000000000001,5,3,3,53,Loyal
31,26,8621.810000000001,4,5,5,45,Loyal
16,4,1676.0600000000002,5,3,4,53,Loyal
486,3,449.96999999999997,1,3,2,13,Unengaged
297,3,2580.7400000000002,2,3,4,23,Unengaged
419,7,2146.38,1,4,4,14,Unengaged
7,1,486.22,5,1,2,51,New
401,3,1624.8400000000001,2,3,4,23,Unengaged
35,6,1370.48,4,4,4,44,Loyal
387,3,1586.54,2,3,4,23,Unengaged
51,9,5687.36,4,5,5,45,Loyal
96,5,1508.18,3,4,4,34,Loyal
10,4,1437.8500000000001,5,3,4,53,Loyal
24,1,91.8,4,1,1,41,Committed
315,2,478.88,2,2,2,22,Disinterested
124,16,9275.490000000002,3,5,5,35,Loyal
612,1,17.65,1,1,1,11,Disinterested
571,2,372.2,1,2,2,12,Disinterested
48,3,1451.1599999999999,4,3,4,43,Loyal
285,2,884.1800000000001,2,2,3,22,Disinterested
20,5,1125.15,5,4,3,54,Devoted
38,5,1875.3100000000002,4,4,4,44,Loyal
65,3,840.0799999999999,3,3,3,33,Need_attention
28,1,116.00999999999999,4,1,1,41,Committed
23,3,468.40999999999997,4,3,2,43,Loyal
402,1,69.6,2,1,1,21,Disinterested
6,11,2473.41,5,5,4,55,Devoted
18,12,8198.390000000001,5,5,5,55,Devoted
584,2,831.45,1,2,3,12,Disinterested
48,1,492.84000000000003,4,1,2,41,Committed
66,2,512.2000000000002,3,2,2,32,Infrequent
28,21,14059.189999999999,4,5,5,45,Loyal
620,1,572.31,1,1,2,11,Disinterested
609,1,86.10000000000001,1,1,1,11,Disinterested
383,1,359.69,2,1,2,21,Disinterested
47,1,121.18,4,1,1,41,Committed
9,15,7036.18,5,5,5,55,Devoted
16,10,1701.29,5,5,4,55,Devoted
269,1,71.4,2,1,1,21,Disinterested
41,3,1575.89,4,3,4,43,Loyal
339,4,367.01,2,3,2,23,Unengaged
13,1,114.60000000000001,5,1,1,51,New
20,2,260.67999999999995,5,2,1,52,Loyal
546,3,570.66,1,3,2,13,Unengaged
660,1,164.69000000000003,1,1,1,11,Disinterested
97,6,2558.58,3,4,4,34,Loyal
63,1,117.88000000000001,3,1,1,31,Infrequent
137,2,472.7799999999999,3,2,2,32,Infrequent
416,1,172.38,1,1,1,11,Disinterested
13,7,3068.84,5,4,5,54,Devoted
611,1,373.01000000000005,1,1,2,11,Disinterested
12,8,4974.23,5,4,5,54,Devoted
5,67,15964.21,5,5,5,55,Devoted
21,4,870.0900000000001,5,3,3,53,Loyal
504,4,1240.6100000000001,1,3,4,13,Unengaged
396,7,1580.3000000000002,2,4,4,24,Unengaged
11,10,2648.25,5,5,4,55,Devoted
733,1,966.6599999999999,1,1,3,11,Disinterested
445,1,2803.2,1,1,4,11,Disinterested
402,13,8377.32,2,5,5,25,Occasional
17,4,535.8600000000001,5,3,2,53,Loyal
60,9,1988.5,4,5,4,45,Loyal
32,13,8509.509999999998,4,5,5,45,Loyal
95,1,353.48,3,1,2,31,Infrequent
12,10,2729.32,5,5,4,55,Devoted
21,3,788.0799999999999,5,3,3,53,Loyal
58,11,3851.52,4,5,5,45,Loyal
419,7,3264.23,1,4,5,14,Unengaged
404,1,81.6,2,1,1,21,Disinterested
269,1,333.74,2,1,2,21,Disinterested
124,4,666.48,3,3,3,33,Need_attention
129,1,62.64,3,1,1,31,Infrequent
620,1,76.23,1,1,1,11,Disinterested
80,5,1336.09,3,4,4,34,Loyal
242,2,847.4100000000001,2,2,3,22,Disinterested
579,1,88.5,1,1,1,11,Disinterested
202,6,969.12,2,4,3,24,Unengaged
62,2,2155.9499999999994,3,2,4,32,Infrequent
5,16,16260.07,5,5,5,55,Devoted
275,2,312.46,2,2,2,22,Disinterested
203,1,257.7,2,1,1,21,Disinterested
83,1,358.0,3,1,2,31,Infrequent
227,1,160.95,2,1,1,21,Disinterested
6,30,6267.33,5,5,5,55,Devoted
14,7,1357.6,5,4,4,54,Devoted
76,4,1176.46,3,3,3,33,Need_attention
674,2,356.94999999999993,1,2,2,12,Disinterested
214,1,1031.0700000000002,2,1,3,21,Disinterested
26,2,744.85,4,2,3,42,Loyal
389,1,643.0,2,1,3,21,Disinterested
19,6,1006.6299999999998,5,4,3,54,Devoted
263,5,1594.69,2,4,4,24,Unengaged
98,8,1514.4499999999998,3,4,4,34,Loyal
413,1,115.58,1,1,1,11,Disinterested
114,7,699.3999999999999,3,4,3,34,Loyal
205,5,1278.04,2,4,4,24,Unengaged
94,1,121.74,3,1,1,31,Infrequent
52,2,989.2199999999999,4,2,3,42,Loyal
20,11,3387.4300000000003,5,5,5,55,Devoted
19,4,501.11999999999995,5,3,2,53,Loyal
126,2,465.67999999999995,3,2,2,32,Infrequent
94,9,1608.93,3,5,4,35,Loyal
462,2,256.03999999999996,1,2,1,12,Disinterested
404,1,252.68,2,1,1,21,Disinterested
396,2,399.3,2,2,2,22,Disinterested
158,4,2951.11,3,3,5,33,Need_attention
378,1,51.410000000000004,2,1,1,21,Disinterested
11,3,678.7600000000001,5,3,3,53,Loyal
438,1,149.75,1,1,1,11,Disinterested
13,5,1035.1799999999998,5,4,3,54,Devoted
63,9,1433.38,3,5,4,35,Loyal
63,1,557.62,3,1,2,31,Infrequent
270,2,944.1,2,2,3,22,Disinterested
265,3,573.4499999999999,2,3,2,23,Unengaged
3,39,8704.689999999999,5,5,5,55,Devoted
444,1,722.56,1,1,3,11,Disinterested
55,5,2107.6600000000003,4,4,4,44,Loyal
13,19,6135.039999999999,5,5,5,55,Devoted
4,36,9429.81,5,5,5,55,Devoted
19,11,3214.69,5,5,5,55,Devoted
3,28,8540.27,5,5,5,55,Devoted
368,1,590.0,2,1,2,21,Disinterested
39,1,217.38,4,1,1,41,Committed
33,2,276.56000000000006,4,2,1,42,Loyal
115,1,138.98,3,1,1,31,Infrequent
411,1,360.8500000000001,2,1,2,21,Disinterested
385,2,241.66,2,2,1,22,Disinterested
65,5,1939.26,3,4,4,34,Loyal
17,7,523.3,5,4,2,54,Devoted
42,4,1435.85,4,3,4,43,Loyal
80,1,137.75,3,1,1,31,Infrequent
124,7,2322.63,3,4,4,34,Loyal
441,1,350.85,1,1,2,11,Disinterested
20,4,1313.1899999999998,5,3,4,53,Loyal
61,4,373.36,3,3,2,33,Need_attention
332,1,201.19,2,1,1,21,Disinterested
25,6,3364.59,4,4,5,44,Loyal
602,1,734.91,1,1,3,11,Disinterested
605,3,781.59,1,3,3,13,Unengaged
445,5,927.6099999999999,1,4,3,14,Unengaged
725,1,307.95000000000005,1,1,2,11,Disinterested
440,1,208.63,1,1,1,11,Disinterested
157,11,3320.84,3,5,5,35,Loyal
40,5,994.51,4,4,3,44,Loyal
394,6,1192.94,2,4,3,24,Unengaged
191,3,1689.5299999999997,3,3,4,33,Need_attention
361,4,1101.97,2,3,3,23,Unengaged
139,6,792.5099999999999,3,4,3,34,Loyal
9,7,4368.62,5,4,5,54,Devoted
3,1,360.0,5,1,2,51,New
270,3,1218.7,2,3,3,23,Unengaged
171,3,1285.5100000000002,3,3,4,33,Need_attention
105,4,618.09,3,3,3,33,Need_attention
157,2,159.2,3,2,1,32,Infrequent
402,1,61.72,2,1,1,21,Disinterested
353,4,1217.9900000000005,2,3,3,23,Unengaged
6,16,3618.51,5,5,5,55,Devoted
432,1,53.65,1,1,1,11,Disinterested
122,3,273.34,3,3,1,33,Need_attention
24,4,1670.37,4,3,4,43,Loyal
9,6,1706.3700000000001,5,4,4,54,Devoted
30,5,1541.2000000000003,4,4,4,44,Loyal
6,2,598.57,5,2,2,52,Loyal
453,1,124.75,1,1,1,11,Disinterested
24,12,3445.3200000000006,4,5,5,45,Loyal
3,3,775.94,5,3,3,53,Loyal
691,1,310.26,1,1,2,11,Disinterested
39,10,13191.570000000002,4,5,5,45,Loyal
68,19,6486.091,3,5,5,35,Loyal
3,3,640.7600000000001,5,3,3,53,Loyal
7,58,21323.22,5,5,5,55,Devoted
80,6,2228.1,3,4,4,34,Loyal
74,2,567.36,3,2,2,32,Infrequent
19,1,199.48,5,1,1,51,New
5,5,787.8499999999999,5,4,3,54,Devoted
38,18,10513.469999999998,4,5,5,45,Loyal
83,1,675.3,3,1,3,31,Infrequent
434,1,281.76,1,1,1,11,Disinterested
40,20,9134.48,4,5,5,45,Loyal
318,1,1308.48,2,1,4,21,Disinterested
33,8,4808.769999999999,4,4,5,44,Loyal
94,6,2806.1800000000003,3,4,4,34,Loyal
403,1,262.4,2,1,1,21,Disinterested
16,1,350.9,5,1,2,51,New
413,3,1015.7399999999999,1,3,3,13,Unengaged
84,5,6263.75,3,4,5,34,Loyal
79,1,795.1200000000001,3,1,3,31,Infrequent
548,1,1575.2599999999998,1,1,4,11,Disinterested
159,4,2445.62,3,3,4,33,Need_attention
202,1,860.12,2,1,3,21,Disinterested
47,12,22100.559999999998,4,5,5,45,Loyal
262,1,775.8499999999999,2,1,3,21,Disinterested
179,1,353.43,3,1,2,31,Infrequent
69,3,2543.7200000000007,3,3,4,33,Need_attention
289,1,389.5,2,1,2,21,Disinterested
464,6,299.40000000000003,1,4,2,14,Unengaged
72,1,341.36,3,1,2,31,Infrequent
66,1,233.76,3,1,1,31,Infrequent
12,1,247.32,5,1,1,51,New
18,2,979.12,5,2,3,52,Loyal
68,1,373.94,3,1,2,31,Infrequent
62,1,397.97999999999996,3,1,2,31,Infrequent
73,1,743.5300000000001,3,1,3,31,Infrequent
124,1,674.7,3,1,3,31,Infrequent
82,1,768.2400000000001,3,1,3,31,Infrequent
259,5,3838.3599999999997,2,4,5,24,Unengaged
270,1,439.03000000000003,2,1,2,21,Disinterested
65,2,1043.31,3,2,3,32,Infrequent
433,4,1553.65,1,3,4,13,Unengaged
474,2,1450.5,1,2,4,12,Disinterested
11,7,5394.07,5,4,5,54,Devoted
19,3,1723.86,5,3,4,53,Loyal
73,1,134.96,3,1,1,31,Infrequent
35,2,2225.37,4,2,4,42,Loyal
52,1,56.160000000000004,4,1,1,41,Committed
433,1,510.2,1,1,2,11,Disinterested
258,4,1121.4999999999998,2,3,3,23,Unengaged
367,1,308.28,2,1,2,21,Disinterested
373,1,754.8700000000001,2,1,3,21,Disinterested
507,2,2297.6600000000003,1,2,4,12,Disinterested
91,1,378.63999999999993,3,1,2,31,Infrequent
62,6,7587.1900000000005,3,4,5,34,Loyal
416,2,422.80000000000007,1,2,2,12,Disinterested
90,2,1792.23,3,2,4,32,Infrequent
101,3,1019.76,3,3,3,33,Need_attention
398,2,1552.8799999999999,2,2,4,22,Disinterested
28,3,572.56,4,3,2,43,Loyal
434,1,62.4,1,1,1,11,Disinterested
33,12,8224.369999999999,4,5,5,45,Loyal
282,5,1387.58,2,4,4,24,Unengaged
545,1,305.28000000000003,1,1,2,11,Disinterested
32,11,6680.83,4,5,5,45,Loyal
331,1,534.5699999999999,2,1,2,21,Disinterested
416,2,835.46,1,2,3,12,Disinterested
419,1,189.44,1,1,1,11,Disinterested
133,3,1185.6499999999999,3,3,3,33,Need_attention
13,3,797.9599999999999,5,3,3,53,Loyal
76,1,544.08,3,1,2,31,Infrequent
205,1,59.8,2,1,1,21,Disinterested
679,1,91.14,1,1,1,11,Disinterested
585,4,1131.45,1,3,3,13,Unengaged
3,19,6621.700000000001,5,5,5,55,Devoted
187,3,1180.23,3,3,3,33,Need_attention
31,2,1360.99,4,2,4,42,Loyal
74,10,3191.87,3,5,5,35,Loyal
194,2,670.34,2,2,3,22,Disinterested
466,3,275.4,1,3,1,13,Unengaged
584,1,310.83000000000004,1,1,2,11,Disinterested
129,4,1226.8500000000001,3,3,3,33,Need_attention
19,3,229.5,5,3,1,53,Loyal
3,2,252.49,5,2,1,52,Loyal
76,6,1213.8110000000001,3,4,3,34,Loyal
429,2,568.9200000000001,1,2,2,12,Disinterested
580,3,2244.7,1,3,4,13,Unengaged
3,106,50174.782,5,5,5,55,Devoted
26,9,2201.9599999999996,4,5,4,45,Loyal
109,1,213.55,3,1,1,31,Infrequent
622,1,487.34999999999997,1,1,2,11,Disinterested
641,6,429.44,1,4,2,14,Unengaged
135,6,2494.1400000000003,3,4,4,34,Loyal
474,4,800.6700000000001,1,3,3,13,Unengaged
45,3,940.8000000000001,4,3,3,43,Loyal
6,6,1669.4900000000002,5,4,4,54,Devoted
13,31,11610.36,5,5,5,55,Devoted
65,1,221.06,3,1,1,31,Infrequent
151,2,159.85,3,2,1,32,Infrequent
42,8,4103.12,4,4,5,44,Loyal
66,1,2626.3,3,1,4,31,Infrequent
430,1,217.02999999999997,1,1,1,11,Disinterested
451,1,572.77,1,1,2,11,Disinterested
110,5,3403.63,3,4,5,34,Loyal
2,22,8167.379999999999,5,5,5,55,Devoted
21,6,1006.5300000000001,5,4,3,54,Devoted
12,3,499.97999999999996,5,3,2,53,Loyal
12,4,1006.7999999999998,5,3,3,53,Loyal
20,2,679.4499999999999,5,2,3,52,Loyal
69,8,3316.24,3,4,5,34,Loyal
573,2,439.09999999999997,1,2,2,12,Disinterested
503,4,658.3199999999999,1,3,3,13,Unengaged
76,5,1666.8600000000004,3,4,4,34,Loyal
7,9,4475.2300000000005,5,5,5,55,Devoted
3,1,196.88999999999996,5,1,1,51,New
16,7,3408.0600000000004,5,4,5,54,Devoted
549,1,46.5,1,1,1,11,Disinterested
257,3,986.6099999999999,2,3,3,23,Unengaged
425,7,1295.2500000000002,1,4,4,14,Unengaged
93,2,720.9,3,2,3,32,Infrequent
669,3,419.87000000000006,1,3,2,13,Unengaged
450,6,1280.16,1,4,4,14,Unengaged
376,2,631.6800000000001,2,2,3,22,Disinterested
628,1,241.89999999999998,1,1,1,11,Disinterested
432,11,3881.89,1,5,5,15,Occasional
25,3,1129.1400000000003,4,3,3,43,Loyal
18,13,8796.910000000002,5,5,5,55,Devoted
25,1,291.88000000000005,4,1,2,41,Committed
28,13,4120.04,4,5,5,45,Loyal
28,11,7190.92,4,5,5,45,Loyal
261,3,729.8,2,3,3,23,Unengaged
167,3,781.69,3,3,3,33,Need_attention
643,1,219.87000000000003,1,1,1,11,Disinterested
26,6,2212.9900000000002,4,4,4,44,Loyal
19,6,1766.72,5,4,4,54,Devoted
690,2,148.22,1,2,1,12,Disinterested
9,16,11959.27,5,5,5,55,Devoted
626,2,1160.4099999999999,1,2,3,12,Disinterested
31,2,183.44,4,2,1,42,Loyal
40,6,4160.0,4,4,5,44,Loyal
254,5,1153.8500000000001,2,4,3,24,Unengaged
60,6,3097.64,4,4,5,44,Loyal
448,2,931.12,1,2,3,12,Disinterested
186,5,1013.3499999999998,3,4,3,34,Loyal
12,2,1083.71,5,2,3,52,Loyal
3,72,12808.28,5,5,5,55,Devoted
655,1,82.4,1,1,1,11,Disinterested
101,2,165.0,3,2,1,32,Infrequent
3,4,2531.5800000000004,5,3,4,53,Loyal
465,2,592.2399999999999,1,2,2,12,Disinterested
62,8,2657.76,3,4,4,34,Loyal
238,3,663.79,2,3,3,23,Unengaged
193,4,1431.7800000000002,2,3,4,23,Unengaged
180,5,2061.4700000000003,3,4,4,34,Loyal
39,11,2834.17,4,5,4,45,Loyal
471,5,2215.78,1,4,4,14,Unengaged
202,4,851.37,2,3,3,23,Unengaged
418,2,627.82,1,2,3,12,Disinterested
47,11,3830.84,4,5,5,45,Loyal
234,2,336.0900000000001,2,2,2,22,Disinterested
67,1,140.34,3,1,1,31,Infrequent
243,3,790.7199999999999,2,3,3,23,Unengaged
235,11,3019.22,2,5,5,25,Occasional
80,3,1122.4099999999999,3,3,3,33,Need_attention
59,5,846.8700000000001,4,4,3,44,Loyal
19,23,14205.96,5,5,5,55,Devoted
107,4,449.52,3,3,2,33,Need_attention
656,1,154.25,1,1,1,11,Disinterested
53,27,4467.66,4,5,5,45,Loyal
138,3,1269.84,3,3,4,33,Need_attention
277,2,618.63,2,2,3,22,Disinterested
313,1,316.26000000000005,2,1,2,21,Disinterested
9,10,4863.31,5,5,5,55,Devoted
12,2,653.3299999999999,5,2,3,52,Loyal
284,6,1166.8300000000002,2,4,3,24,Unengaged
732,1,327.38000000000005,1,1,2,11,Disinterested
19,5,1159.11,5,4,3,54,Devoted
25,4,1466.3,4,3,4,43,Loyal
290,3,2885.1099999999997,2,3,4,23,Unengaged
18,5,780.4999999999999,5,4,3,54,Devoted
73,6,1905.39,3,4,4,34,Loyal
66,1,295.93000000000006,3,1,2,31,Infrequent
74,4,4393.63,3,3,5,33,Need_attention
318,5,1338.0800000000002,2,4,4,24,Unengaged
5,4,2479.16,5,3,4,53,Loyal
245,2,287.04999999999995,2,2,1,22,Disinterested
10,8,1114.72,5,4,3,54,Devoted
3,11,4558.289999999999,5,5,5,55,Devoted
678,1,282.76,1,1,1,11,Disinterested
262,4,713.39,2,3,3,23,Unengaged
128,3,824.59,3,3,3,33,Need_attention
75,4,815.9,3,3,3,33,Need_attention
74,6,1265.82,3,4,4,34,Loyal
23,4,1685.2600000000004,4,3,4,43,Loyal
61,3,2128.42,3,3,4,33,Need_attention
87,1,659.4399999999998,3,1,3,31,Infrequent
80,2,343.2100000000001,3,2,2,32,Infrequent
60,11,6606.0,4,5,5,45,Loyal
3,3,1093.65,5,3,3,53,Loyal
32,1,125.80000000000001,4,1,1,41,Committed
35,6,4534.57,4,4,5,44,Loyal
42,5,680.1800000000001,4,4,3,44,Loyal
16,2,628.78,5,2,3,52,Loyal
740,2,1182.0000000000002,1,2,3,12,Disinterested
35,12,4683.740000000001,4,5,5,45,Loyal
80,2,307.76,3,2,2,32,Infrequent
636,1,402.98,1,1,2,11,Disinterested
207,6,1433.07,2,4,4,24,Unengaged
35,1,210.30999999999995,4,1,1,41,Committed
184,3,270.79,3,3,1,33,Need_attention
4,35,7720.9,5,5,5,55,Devoted
404,1,89.5,2,1,1,21,Disinterested
3,7,3448.29,5,4,5,54,Devoted
427,2,717.8499999999999,1,2,3,12,Disinterested
45,12,3112.73,4,5,5,45,Loyal
87,7,1569.36,3,4,4,34,Loyal
469,3,632.3900000000001,1,3,3,13,Unengaged
429,2,785.25,1,2,3,12,Disinterested
378,17,4006.17,2,5,5,25,Occasional
636,2,1439.61,1,2,4,12,Disinterested
41,6,829.0,4,4,3,44,Loyal
392,2,374.64,2,2,2,22,Disinterested
14,5,1092.14,5,4,3,54,Devoted
410,1,175.52999999999997,2,1,1,21,Disinterested
